,HEHV,IBT1,IBT2,LSHV,NLTV,P20V,RPM,SSHV,SSW1,TTEM,TTSW
45615.90353,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,995,24.3,0
45615.90359,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1016,24.3,0
45615.90365,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1035,24.3,0
45615.9037,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1016,24.3,0
45615.90376,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,981,24.3,0
45615.90382,1374.6038,189.9,129.4,1172.533,0,17,0,1010.1578,994,24.3,0
45615.90388,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,1009,24.3,0
45615.90394,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,1012,24.3,0
45615.90399,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,959,24.3,0
45615.90405,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,976,24.3,0
45615.90411,1374.6038,189.9,129.4,1172.533,0,17,0,1010.1578,987,24.3,0
45615.90417,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1048,24.3,0
45615.90422,1372.8442,189.9,129.4,1172.533,0,17,0,1010.1578,999,24.3,0
45615.90428,1372.8442,189.9,127.2,1172.533,0,17,0,1010.1578,995,24.3,0
45615.90434,1372.8442,189.9,127.2,1172.533,0,17,0,1010.1578,1016,24.3,0
45615.9044,1372.8442,188.8,127.2,1172.533,0,17,0,1010.1578,1005,24.3,0
45615.90446,1372.8442,188.8,126.1,1172.533,0,17,0,1010.1578,1036,24.3,0
45615.90451,1373.724,188.8,126.1,1172.533,0,17,0,1010.1578,987,24.3,0
45615.90457,1373.724,187.7,126.1,1172.533,0,17,0,1010.1578,978,24.3,0
45615.90463,1373.724,188.8,127.2,1172.533,0,17,0,1010.1578,996,24.3,0
45615.90469,1373.724,188.8,127.2,1172.533,0,17,0,1010.1578,1000,24.3,0
45615.90475,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,992,24.3,0
45615.9048,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,981,24.3,0
45615.90486,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1009,24.3,0
45615.90492,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,999,24.3,0
45615.90498,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,1015,24.3,0
45615.90503,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1012,24.3,0
45615.90509,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1021,24.3,0
45615.90515,1372.8442,189.9,129.4,1172.533,0,17,0,1010.1578,1005,24.3,0
45615.90521,1375.4836,189.9,128.3,1172.533,0,17,0,1010.1578,992,24.3,0
45615.90527,1375.4836,189.9,128.3,1172.533,0,17,0,1010.1578,1004,24.3,0
45615.90532,1375.4836,189.9,128.3,1172.533,0,17,0,1010.1578,956,24.3,0
45615.90538,1375.4836,189.9,129.4,1172.533,0,17,0,1010.1578,994,24.3,0
45615.90544,1375.4836,189.9,129.4,1172.533,0,17,0,1010.1578,1002,24.3,0
45615.9055,1375.4836,189.9,128.3,1172.533,0,17,0,1010.1578,1004,24.3,0
45615.90556,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.90561,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1012,24.3,0
45615.90567,1373.724,189.9,129.4,1172.533,0,17,0,1010.1578,994,24.3,0
45615.90573,1373.724,189.9,129.4,1172.533,0,17,0,1010.1578,998,24.3,0
45615.90579,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1011,24.3,0
45615.90584,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1016,24.3,0
45615.9059,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,992,24.3,0
45615.90596,1373.724,190.9,126.1,1172.533,0,17,0,1010.1578,984,24.3,0
45615.90602,1373.724,190.9,126.1,1172.533,0,17,0,1010.1578,990,24.3,0
45615.90608,1373.724,190.9,127.2,1172.533,0,17,0,1010.1578,994,24.3,0
45615.90613,1373.724,189.9,126.1,1172.533,0,17,0,1010.1578,1001,24.3,0
45615.90619,1373.724,189.9,126.1,1172.533,0,17,0,1010.1578,1010,24.3,0
45615.90625,1373.724,189.9,126.1,1172.533,0,17,0,1010.1578,1024,24.3,0
45615.90631,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1009,24.3,0
45615.90637,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1016,24.3,0
45615.90642,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1010,24.3,0
45615.90648,1373.724,190.9,127.2,1172.533,0,17,0,1010.1578,989,24.3,0
45615.90654,1373.724,190.9,129.4,1172.533,0,17,0,1010.1578,995,24.3,0
45615.9066,1371.9644,190.9,129.4,1172.533,0,17,0,1010.1578,1026,24.3,0
45615.90666,1371.9644,190.9,129.4,1172.533,0,17,0,1010.1578,1023,24.3,0
45615.90671,1371.9644,190.9,128.3,1172.533,0,17,0,1010.1578,1000,24.3,0
45615.90677,1371.9644,190.9,128.3,1172.533,0,17,0,1010.1578,992,24.3,0
45615.90683,1371.9644,190.9,128.3,1172.533,0,17,0,1010.1578,986,24.3,0
45615.90689,1371.9644,190.9,128.3,1172.533,0,17,0,1010.1578,983,24.3,0
45615.90694,1372.8442,189.9,127.2,1172.533,0,17,0,1010.1578,1013,24.3,0
45615.907,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1002,24.3,0
45615.90706,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1032,24.3,0
45615.90712,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.90718,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1021,24.3,0
45615.90723,1372.8442,190.9,127.2,1172.533,0,17,0,1010.1578,1006,24.3,0
45615.90729,1374.6038,190.9,128.3,1172.533,0,17,0,1010.1578,1021,24.3,0
45615.90735,1374.6038,190.9,128.3,1172.533,0,17,0,1010.1578,1029,24.3,0
45615.90741,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,986,24.3,0
45615.90747,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,1022,24.3,0
45615.90752,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,993,24.3,0
45615.90758,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,998,24.3,0
45615.90764,1374.6038,189.9,126.1,1172.533,0,17,0,1010.1578,996,24.3,0
45615.9077,1374.6038,189.9,126.1,1172.533,0,17,0,1010.1578,996,24.3,0
45615.90775,1374.6038,189.9,126.1,1172.533,0,17,0,1010.1578,1028,24.3,0
45615.90781,1374.6038,189.9,127.2,1172.533,0,17,0,1010.1578,1012,24.3,0
45615.90787,1374.6038,189.9,126.1,1172.533,0,17,0,1010.1578,992,24.3,0
45615.90793,1374.6038,189.9,126.1,1172.533,0,17,0,1010.1578,1009,24.3,0
45615.90799,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1003,24.3,0
45615.90804,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.9081,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1042,24.3,0
45615.90816,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1017,24.3,0
45615.90822,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1010,24.3,0
45615.90828,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,997,24.3,0
45615.90833,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,962,24.3,0
45615.90839,1372.8442,190.9,129.4,1172.533,0,17,0,1010.1578,994,24.3,0
45615.90845,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,989,24.3,0
45615.90851,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,988,24.3,0
45615.90856,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.90862,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,994,24.3,0
45615.90868,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1006,24.3,0
45615.90874,1372.8442,190.9,129.4,1172.533,0,17,0,1010.1578,987,24.3,0
45615.9088,1372.8442,190.9,129.4,1172.533,0,17,0,1010.1578,1033,24.3,0
45615.90885,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,999,24.3,0
45615.90891,1372.8442,190.9,129.4,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.90897,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,1015,24.3,0
45615.90903,1373.724,190.9,128.3,1172.533,0,17,0,1010.1578,995,24.3,0
45615.90909,1373.724,190.9,128.3,1172.533,0,17,0,1010.1578,1006,24.3,0
45615.90914,1373.724,190.9,128.3,1172.533,0,17,0,1010.1578,995,24.3,0
45615.9092,1373.724,190.9,129.4,1172.533,0,17,0,1010.1578,1005,24.3,0
45615.90926,1373.724,190.9,128.3,1172.533,0,17,0,1010.1578,979,24.3,0
45615.90932,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1023,24.3,0
45615.90938,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,989,24.3,0
45615.90943,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1000,24.3,0
45615.90949,1373.724,188.8,127.2,1172.533,0,17,0,1010.1578,976,24.3,0
45615.90955,1373.724,188.8,127.2,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.90961,1373.724,188.8,127.2,1172.533,0,17,0,1010.1578,1004,24.3,0
45615.90966,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1008,24.3,0
45615.90972,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,994,24.3,0
45615.90978,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1022,24.3,0
45615.90984,1373.724,190.9,128.3,1172.533,0,17,0,1010.1578,1030,24.3,0
45615.9099,1373.724,188.8,128.3,1172.533,0,17,0,1010.1578,1001,24.3,0
45615.90995,1373.724,188.8,129.4,1172.533,0,17,0,1010.1578,1006,24.3,0
45615.91001,1373.724,189.9,129.4,1172.533,0,17,0,1010.1578,978,24.3,0
45615.91007,1372.8442,190.9,129.4,1172.533,0,17,0,1010.1578,1008,24.3,0
45615.91013,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.91019,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,977,24.3,0
45615.91024,1372.8442,192,128.3,1172.533,0,17,0,1010.1578,998,24.3,0
45615.9103,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,976,24.3,0
45615.91036,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,980,24.3,0
45615.91042,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,967,24.3,0
45615.91047,1374.6038,189.9,129.4,1172.533,0,17,0,1010.1578,995,24.3,0
45615.91053,1374.6038,189.9,127.2,1172.533,0,17,0,1010.1578,997,24.3,0
45615.91059,1374.6038,189.9,127.2,1172.533,0,17,0,1010.1578,1038,24.3,0
45615.91065,1374.6038,189.9,127.2,1172.533,0,17,0,1010.1578,1014,24.3,0
45615.91071,1374.6038,189.9,127.2,1172.533,0,17,0,1010.1578,1029,24.3,0
45615.91076,1374.6038,190.9,128.3,1172.533,0,17,0,1010.1578,1016,24.3,0
45615.91082,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,1009,24.3,0
45615.91088,1374.6038,190.9,128.3,1172.533,0,17,0,1010.1578,1028,24.3,0
45615.91094,1374.6038,190.9,128.3,1172.533,0,17,0,1010.1578,986,24.3,0
45615.911,1374.6038,190.9,128.3,1172.533,0,17,0,1010.1578,982,24.3,0
45615.91105,1374.6038,190.9,127.2,1172.533,0,17,0,1010.1578,998,24.3,0
45615.91111,1373.724,190.9,127.2,1172.533,0,17,0,1010.1578,1002,24.3,0
45615.91117,1373.724,190.9,127.2,1172.533,0,17,0,1010.1578,1003,24.3,0
45615.91123,1373.724,189.9,126.1,1172.533,0,17,0,1010.1578,1002,24.3,0
45615.91128,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,1024,24.3,0
45615.91134,1373.724,189.9,127.2,1172.533,0,17,0,1010.1578,997,24.3,0
45615.9114,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1023,24.3,0
45615.91146,1371.9644,189.9,128.3,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.91152,1371.9644,189.9,128.3,1172.533,0,17,0,1010.1578,1015,24.3,0
45615.91157,1371.9644,189.9,128.3,1172.533,0,17,0,1010.1578,987,24.3,0
45615.91163,1371.9644,189.9,128.3,1172.533,0,17,0,1010.1578,1006,24.3,0
45615.91169,1371.9644,190.9,129.4,1172.533,0,17,0,1010.1578,996,24.3,0
45615.91175,1371.9644,190.9,128.3,1172.533,0,17,0,1010.1578,1005,24.3,0
45615.91181,1374.6038,190.9,128.3,1172.533,0,17,0,1010.1578,994,24.3,0
45615.91186,1374.6038,190.9,128.3,1172.533,0,17,0,1010.1578,1011,24.3,0
45615.91192,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,1014,24.3,0
45615.91198,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,981,24.3,0
45615.91204,1374.6038,189.9,129.4,1172.533,0,17,0,1010.1578,1022,24.3,0
45615.91209,1374.6038,189.9,129.4,1172.533,0,17,0,1010.1578,978,24.3,0
45615.91215,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1004,24.3,0
45615.91221,1372.8442,189.9,129.4,1172.533,0,17,0,1010.1578,998,24.3,0
45615.91227,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,994,24.3,0
45615.91233,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,975,24.3,0
45615.91238,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1006,24.3,0
45615.91244,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1027,24.3,0
45615.9125,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,994,24.3,0
45615.91256,1374.6038,189.9,129.4,1172.533,0,17,0,1010.1578,993,24.3,0
45615.91262,1374.6038,190.9,129.4,1172.533,0,17,0,1010.1578,986,24.3,0
45615.91267,1374.6038,190.9,129.4,1172.533,0,17,0,1010.1578,1000,24.3,0
45615.91273,1374.6038,189.9,128.3,1172.533,0,17,0,1010.1578,1035,24.3,0
45615.91279,1374.6038,189.9,127.2,1172.533,0,17,0,1010.1578,1004,24.3,0
45615.91285,1372.8442,189.9,127.2,1172.533,0,17,0,1010.1578,1005,24.3,0
45615.91291,1372.8442,188.8,127.2,1172.533,0,17,0,1010.1578,1001,24.3,0
45615.91296,1372.8442,188.8,126.1,1172.533,0,17,0,1010.1578,1013,24.3,0
45615.91302,1372.8442,188.8,126.1,1172.533,0,17,0,1010.1578,1009,24.3,0
45615.91308,1372.8442,187.7,126.1,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.91314,1372.8442,188.8,128.3,1172.533,0,17,0,1010.1578,1004,24.3,0
45615.91319,1373.724,188.8,127.2,1172.533,0,17,0,1010.1578,990,24.3,0
45615.91325,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1002,24.3,0
45615.91331,1373.724,189.9,129.4,1172.533,0,17,0,1010.1578,985,24.3,0
45615.91337,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1005,24.3,0
45615.91343,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,967,24.3,0
45615.91348,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1006,24.3,0
45615.91354,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,1004,24.3,0
45615.9136,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,1015,24.3,0
45615.91366,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1015,24.3,0
45615.91372,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1018,24.3,0
45615.91377,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1027,24.3,0
45615.91383,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,1011,24.3,0
45615.91389,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,993,24.3,0
45615.91395,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,973,24.3,0
45615.914,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,995,24.3,0
45615.91406,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,981,24.3,0
45615.91412,1373.724,189.9,129.4,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.91418,1373.724,189.9,129.4,1172.533,0,17,0,1010.1578,1005,24.3,0
45615.91424,1373.724,188.8,128.3,1172.533,0,17,0,1010.1578,1024,24.3,0
45615.91429,1373.724,188.8,126.1,1172.533,0,17,0,1010.1578,1026,24.3,0
45615.91435,1373.724,188.8,126.1,1172.533,0,17,0,1010.1578,1015,24.3,0
45615.91441,1373.724,188.8,126.1,1172.533,0,17,0,1010.1578,994,24.3,0
45615.91447,1373.724,188.8,126.1,1172.533,0,17,0,1010.1578,998,24.3,0
45615.91453,1373.724,188.8,126.1,1172.533,0,17,0,1010.1578,1004,24.3,0
45615.91458,1372.8442,189.9,126.1,1172.533,0,17,0,1010.1578,999,24.3,0
45615.91464,1372.8442,188.8,126.1,1172.533,0,17,0,1010.1578,987,24.3,0
45615.9147,1372.8442,188.8,127.2,1172.533,0,17,0,1010.1578,1018,24.3,0
45615.91476,1372.8442,188.8,128.3,1172.533,0,17,0,1010.1578,1008,24.3,0
45615.91481,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,1044,24.3,0
45615.91487,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,1007,24.3,0
45615.91493,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,1013,24.3,0
45615.91499,1372.8442,190.9,129.4,1172.533,0,17,0,1010.1578,1021,24.3,0
45615.91505,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,985,24.3,0
45615.9151,1372.8442,192,128.3,1172.533,0,17,0,1010.1578,983,24.3,0
45615.91516,1372.8442,190.9,128.3,1172.533,0,17,0,1010.1578,989,24.3,0
45615.91522,1372.8442,189.9,128.3,1172.533,0,17,0,1010.1578,981,24.3,0
45615.91528,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1026,24.3,0
45615.91534,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1018,24.3,0
45615.91539,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1015,24.3,0
45615.91545,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1006,24.3,0
45615.91551,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1031,24.3,0
45615.91557,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,998,24.3,0
45615.91563,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1001,24.3,0
45615.91568,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1005,24.3,0
45615.91574,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,983,24.3,0
45615.9158,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,993,24.3,0
45615.91586,1373.724,189.9,128.3,1172.533,0,17,0,1010.1578,1016,24.3,0
45615.91591,1373.724,190.9,128.3,1172.533,0,17,0,1010.1578,973,24.3,0
45615.91597,1374.6038,189.9,127.2,1172.533,0,17,0,1011.0376,1005,24.3,0
45615.91603,1374.6038,189.9,127.2,1172.533,0,17,0,1011.0376,989,24.3,0
45615.91609,1374.6038,189.9,127.2,1172.533,0,17,0,1011.0376,973,24.3,0
45615.91615,1374.6038,188.8,126.1,1172.533,0,17,0,1011.0376,998,24.3,0
45615.9162,1374.6038,188.8,127.2,1172.533,0,17,0,1011.0376,1023,24.3,0
45615.91626,1374.6038,188.8,127.2,1172.533,0,17,0,1011.0376,998,24.3,0
45615.91632,1374.6038,188.8,127.2,1172.533,0,17,0,1011.0376,1018,24.3,0
45615.91638,1374.6038,188.8,127.2,1172.533,0,17,0,1011.0376,1001,24.3,0
45615.91644,1374.6038,188.8,127.2,1172.533,0,17,0,1011.0376,987,24.3,0
45615.91649,1374.6038,188.8,127.2,1172.533,0,17,0,1011.0376,1015,24.3,0
45615.91655,1374.6038,189.9,128.3,1172.533,0,17,0,1011.0376,1000,24.3,0
45615.91661,1374.6038,189.9,128.3,1172.533,0,17,0,1011.0376,1013,24.3,0
45615.91667,1372.8442,190.9,128.3,1172.533,0,17,0,1011.0376,1000,24.3,0
45615.91672,1372.8442,189.9,129.4,1172.533,0,17,0,1011.0376,1013,24.3,0
45615.91678,1372.8442,189.9,128.3,1172.533,0,17,0,1011.0376,1009,24.3,0
45615.91684,1372.8442,190.9,128.3,1172.533,0,17,0,1011.0376,1023,24.3,0
45615.9169,1372.8442,190.9,128.3,1172.533,0,17,0,1011.0376,1010,24.3,0
45615.91696,1372.8442,190.9,128.3,1172.533,0,17,0,1011.0376,994,24.3,0
45615.91701,1373.724,190.9,128.3,1172.533,0,17,0,1011.0376,1004,24.3,0
45615.91707,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,988,24.3,0
45615.91713,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1013,24.3,0
45615.91719,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1016,24.3,0
45615.91725,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1031,24.3,0
45615.9173,1373.724,188.8,128.3,1172.533,0,17,0,1011.0376,990,24.3,0
45615.91736,1372.8442,188.8,128.3,1172.533,0,17,0,1011.0376,1019,24.3,0
45615.91742,1372.8442,188.8,128.3,1172.533,0,17,0,1011.0376,994,24.3,0
45615.91748,1372.8442,188.8,129.4,1172.533,0,17,0,1011.0376,1002,24.3,0
45615.91753,1372.8442,188.8,129.4,1172.533,0,17,0,1011.0376,997,24.3,0
45615.91759,1372.8442,188.8,128.3,1172.533,0,17,0,1011.0376,992,24.3,0
45615.91765,1372.8442,187.7,128.3,1172.533,0,17,0,1011.0376,1027,24.3,0
45615.91771,1372.8442,188.8,128.3,1172.533,0,17,0,1011.0376,1007,24.3,0
45615.91777,1372.8442,188.8,128.3,1172.533,0,17,0,1011.0376,1014,24.3,0
45615.91782,1372.8442,187.7,128.3,1172.533,0,17,0,1011.0376,1017,24.3,0
45615.91788,1372.8442,187.7,127.2,1172.533,0,17,0,1011.0376,1001,24.3,0
45615.91794,1372.8442,187.7,127.2,1172.533,0,17,0,1011.0376,980,24.3,0
45615.918,1372.8442,187.7,127.2,1172.533,0,17,0,1011.0376,1017,24.3,0
45615.91806,1374.6038,189.9,129.4,1172.533,0,17,0,1011.0376,1014,24.3,0
45615.91811,1374.6038,189.9,129.4,1172.533,0,17,0,1011.0376,1038,24.3,0
45615.91817,1374.6038,190.9,128.3,1172.533,0,17,0,1011.0376,1016,24.3,0
45615.91823,1374.6038,190.9,128.3,1172.533,0,17,0,1011.0376,1006,24.3,0
45615.91829,1374.6038,190.9,129.4,1172.533,0,17,0,1011.0376,1045,24.3,0
45615.91834,1374.6038,190.9,129.4,1172.533,0,17,0,1011.0376,1008,24.3,0
45615.9184,1372.8442,190.9,129.4,1172.533,0,17,0,1011.0376,1015,24.3,0
45615.91846,1372.8442,189.9,129.4,1172.533,0,17,0,1011.0376,978,24.3,0
45615.91852,1372.8442,189.9,128.3,1172.533,0,17,0,1011.0376,988,24.3,0
45615.91858,1372.8442,190.9,129.4,1172.533,0,17,0,1011.0376,983,24.3,0
45615.91863,1372.8442,190.9,129.4,1172.533,0,17,0,1011.0376,1006,24.3,0
45615.91869,1372.8442,189.9,128.3,1172.533,0,17,0,1011.0376,999,24.3,0
45615.91875,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1022,24.3,0
45615.91881,1373.724,189.9,129.4,1172.533,0,17,0,1011.0376,1007,24.3,0
45615.91887,1373.724,189.9,129.4,1172.533,0,17,0,1011.0376,1010,24.3,0
45615.91892,1373.724,189.9,129.4,1172.533,0,17,0,1011.0376,1013,24.3,0
45615.91898,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1007,24.3,0
45615.91904,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1016,24.3,0
45615.9191,1372.8442,189.9,128.3,1172.533,0,17,0,1011.0376,1008,24.3,0
45615.91916,1372.8442,189.9,128.3,1172.533,0,17,0,1011.0376,1012,24.3,0
45615.91921,1372.8442,189.9,128.3,1172.533,0,17,0,1011.0376,1013,24.3,0
45615.91927,1372.8442,189.9,128.3,1172.533,0,17,0,1011.0376,1012,24.3,0
45615.91933,1372.8442,188.8,128.3,1172.533,0,17,0,1011.0376,979,24.3,0
45615.91939,1372.8442,189.9,128.3,1172.533,0,17,0,1011.0376,1001,24.3,0
45615.91944,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1030,24.3,0
45615.9195,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1009,24.3,0
45615.91956,1373.724,188.8,127.2,1172.533,0,17,0,1011.0376,1005,24.3,0
45615.91962,1373.724,188.8,127.2,1172.533,0,17,0,1011.0376,1002,24.3,0
45615.91968,1373.724,188.8,127.2,1172.533,0,17,0,1011.0376,1001,24.3,0
45615.91973,1373.724,188.8,127.2,1172.533,0,17,0,1011.0376,1006,24.3,0
45615.91979,1372.8442,188.8,128.3,1172.533,0,17,0,1011.0376,1013,24.3,0
45615.91985,1372.8442,188.8,128.3,1172.533,0,17,0,1011.0376,995,24.3,0
45615.91991,1372.8442,189.9,128.3,1172.533,0,17,0,1011.0376,998,24.3,0
45615.91997,1372.8442,189.9,128.3,1172.533,0,17,0,1011.0376,1011,24.3,0
45615.92002,1372.8442,189.9,129.4,1172.533,0,17,0,1011.0376,1030,24.3,0
45615.92008,1372.8442,189.9,129.4,1172.533,0,17,0,1011.0376,994,24.3,0
45615.92014,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,991,24.3,0
45615.9202,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1045,24.3,0
45615.92025,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,997,24.3,0
45615.92031,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1027,24.3,0
45615.92037,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1025,24.3,0
45615.92043,1373.724,190.9,128.3,1172.533,0,17,0,1011.0376,1014,24.3,0
45615.92049,1372.8442,190.9,128.3,1172.533,0,17,0,1011.0376,991,24.3,0
45615.92054,1372.8442,189.9,129.4,1172.533,0,17,0,1011.0376,977,24.3,0
45615.9206,1372.8442,189.9,129.4,1172.533,0,17,0,1011.0376,987,24.3,0
45615.92066,1372.8442,190.9,129.4,1172.533,0,17,0,1011.0376,982,24.3,0
45615.92072,1372.8442,190.9,129.4,1172.533,0,17,0,1011.0376,1000,24.3,0
45615.92078,1372.8442,190.9,128.3,1172.533,0,17,0,1011.0376,978,24.3,0
45615.92083,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1004,24.3,0
45615.92089,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,995,24.3,0
45615.92095,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,1015,24.3,0
45615.92101,1373.724,189.9,128.3,1172.533,0,17,0,1011.0376,996,24.3,0
45615.92106,1373.724,188.8,127.2,1172.533,0,17,0,1011.0376,997,24.3,0
45615.92112,1373.724,188.8,127.2,1172.533,0,17,0,1011.0376,1004,24.3,0
45615.92118,1374.6038,188.8,127.2,1172.533,0,17,0,1011.0376,1024,24.3,0
45615.92124,1374.6038,188.8,128.3,1172.533,0,17,0,1011.0376,1006,24.3,0
45615.9213,1374.6038,188.8,127.2,1172.533,0,17,0,1011.0376,994,24.3,0
